NOME_IES	NOME_ESPECIALIZACAO	Area_Conhecimento	CARGA_HORARIA	DURACAO_MESES	MODALIDADE	VAGAS	MUNICIPIO	UF	REGIAO	SITUACAO	Categoria_IES
FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE	Engenharia Clínica	Saúde e bem-estar	480	12	Educação Presencial	20	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO MARANHÃO	QUALIFICAÇÃO MULTIPROFISSIONAL EM ATENÇÃO BÁSICA	Saúde e bem-estar	420	15	Educação a Distância	3000	São Luís	MA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	Microbiologia Geral	Saúde e bem-estar	464	24	Educação Presencial	50	Nazaré da Mata	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Cirurgia e Traumatologia Buco-Maxilo-Faciais	Saúde e bem-estar	1080	36	Educação Presencial	2	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Disfunção Temporomandibular e Dor Orofacial	Saúde e bem-estar	558	24	Educação Presencial	12	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Endodontia (Campus Ribeirão Preto)	Saúde e bem-estar	720	24	Educação Presencial	12	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Direito Tributário	Negócios, administração e direito	420	18	Educação Presencial	60	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Enfermagem em Cuidado Intensivo Neonatal e Pediátrico	Saúde e bem-estar	440	15	Educação Presencial	50	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Enfermagem em Oncologia	Saúde e bem-estar	464	16	Educação Presencial	50	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE MARINGÁ	PERIODONTIA	Saúde e bem-estar	690	23	Educação Presencial	10	Maringá	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL FLUMINENSE	Dentística	Saúde e bem-estar	360	12	Educação Presencial	12	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	Advocacia - Residência Jurídica	Negócios, administração e direito	720	24	Educação Presencial	5	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	Alfabetização de Crianças de Classes Populares	Educação	375	12	Educação Presencial	20	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO CARLOS	MBA Finanças	Negócios, administração e direito	376	24	Educação Presencial	40	São Carlos	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	MBA em TI em Gestão Estratégica de Programas e Projetos	Engenharia, produção e construção	360	20	Educação Presencial	35	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DO ESTADO DO AMAZONAS	Metodologia do Ensino de Língua Portuguesa e Suas Literatura	Artes e humanidades	360	20	Educação Presencial	462	Manaus	AM	NORTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Direito do Estado	Negócios, administração e direito	420	18	Educação Presencial	120	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Cirurgia e Traumatologia BucoMaxiloFacial	Saúde e bem-estar	720	24	Educação Presencial	2	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE MARINGÁ	GESTAO EMPRESARIAL MBA/EXECUTIVO	Negócios, administração e direito	360	21	Educação Presencial	45	Maringá	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Dentística (Campus Ribeirão Preto)	Saúde e bem-estar	720	24	Educação Presencial	12	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	Engenharia de Produção	Engenharia, produção e construção	480	24	Educação Presencial	50	Bauru	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SÃO CARLOS	Gestão Pública	Negócios, administração e direito	480	17	Educação a Distância	160	São Carlos	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	Ciência dos Medicamentos e Alimentos	Saúde e bem-estar	385	12	Educação Presencial	20	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA BAHIA	TEORIA DA CLINICA PSICANALITICA	Saúde e bem-estar	391	12	Educação Presencial	31	Salvador	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE MARINGÁ	GEORREFERENCIAMENTO DE IMÓVEIS URBANO E RURAIS	Engenharia, produção e construção	410	18	Educação a Distância	30	Maringá	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	ENERGIAS RENOVÁVEIS	Engenharia, produção e construção	360	18	Educação Presencial	30	Recife	PE	NORDESTE	Ativo	Pública Estadual
Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano	CURSO DE ESPECIALIZAÇÃO LATO SENSU EM FRUTICULTURA NO SEMI-Á	Agricultura, silvicultura, pesca e veterinária	440	24	Educação Presencial	30	Petrolina	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	MBA em Gestão da Inovação em TI - Estratégias de Negócios	Engenharia, produção e construção	490	24	Educação Presencial	40	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI	GESTÃO DE PESSOAS	Negócios, administração e direito	360	18	Educação Presencial	50	São João del Rei	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Economia e Setor Financeiro MBA USP	Negócios, administração e direito	440	12	Educação Presencial	35	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	ASSISTÊNCIA DOMICILIAR E GESTÃO EM HOME CARE	Saúde e bem-estar	450	15	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	EDUCAÇÃO E LINGUAGEM	Educação	368	19	Educação Presencial	40	Nazaré da Mata	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	FORMAÇÃO POLÍTICA, GESTÃO PÚBLICA E PROCESSO LEGISLATIVO	Artes e humanidades	360	16	Educação Presencial	50	Garanhuns	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ENFERMAGEM DO TRABALHO	Saúde e bem-estar	480	17	Educação Presencial	33	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO CEARÁ	ENSINO DE FÍSICA	Educação	400	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	Formação de Profs. em Ed. Especial: Apoio à Escola Inclusiva	Educação	480	16	Educação Presencial	40	Marília	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO CEARÁ	GESTÃO HOSPITALAR E DE ORGANIZAÇÃO DE SAÚDE	Negócios, administração e direito	368	18	Educação Presencial	42	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO	Libras	Artes e humanidades	540	18	Educação a Distância	125	Petrolina	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE MARINGÁ	FARMACOLOGIA	Saúde e bem-estar	360	19	Educação Presencial	40	Maringá	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO CEARÁ	AUDITORIA	Negócios, administração e direito	384	18	Educação Presencial	44	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	NEFROLOGIA	Saúde e bem-estar	420	15	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Direito Internacional e Econômico	Negócios, administração e direito	390	18	Educação Presencial	80	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Marketing Político e Propaganda Eleitoral	Artes e humanidades	452	24	Educação Presencial	50	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Implantodontia (Campus Ribeirão Preto)	Saúde e bem-estar	410	24	Educação Presencial	14	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI	CONTROLADORIA E FINANÇAS	Computação e Tecnologias da Informação e Comunicação (TIC)	360	18	Educação Presencial	50	São João del Rei	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Tecnologia da Informação Bancária	Computação e Tecnologias da Informação e Comunicação (TIC)	512	30	Educação Presencial	44	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FORMAÇÃO INTEGRADA MULTIPROFISSIONAL EM EDUCAÇÃO*	Educação	720	24	Educação Presencial	80	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	GESTÃO PÚBLICA	Negócios, administração e direito	420	18	Educação a Distância	240	Catalão	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	Genética Aplicada	Computação e Tecnologias da Informação e Comunicação (TIC)	360	12	Educação Presencial	20	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE MARINGÁ	ANATOMIA E HISTOLOGIA: MÉTODOS DE ENSINO E PESQUISA	Saúde e bem-estar	360	23	Educação Presencial	47	Maringá	PR	SUL	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO	Redes e Computação Distribuída	Computação e Tecnologias da Informação e Comunicação (TIC)	360	12	Educação Presencial	30	Cuiabá	MT	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO CEARÁ	ORTODONTIA	Saúde e bem-estar	540	18	Educação Presencial	12	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE PERNAMBUCO	Direitos Humanos	Negócios, administração e direito	375	23	Educação Presencial	45	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE PERNAMBUCO	Educação em Direitos Humanos	Artes e humanidades	390	12	Educação a Distância	300	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Terapia da Mão	Saúde e bem-estar	400	12	Educação Presencial	27	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Projeto Arquitetônico:Comp. e Tecnologia ambiente construído	Engenharia, produção e construção	360	12	Educação Presencial	35	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE PERNAMBUCO	MBA em Logística	Negócios, administração e direito	360	18	Educação Presencial	54	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	PSICOPEDAGOGIA GARANHUNS	Artes e humanidades	380	16	Educação Presencial	100	Garanhuns	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	PLANEJAMENTO E GESTÃO EDUCACIONAL	Educação	360	17	Educação Presencial	50	Nazaré da Mata	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO	Engenharia de Suprimentos	Engenharia, produção e construção	496	24	Educação Presencial	30	Vitória	ES	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	Biologia Aplicada à Saúde	Saúde e bem-estar	390	12	Educação Presencial	45	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO CEARÁ	MBA EXECUTIVO EM OPERAÇÕES DE SERVIÇOS	Negócios, administração e direito	544	18	Educação a Distância	120	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	Comunicações Móveis	Engenharia, produção e construção	416	14	Educação Presencial	50	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO	Saúde Coletiva	Saúde e bem-estar	390	15	Educação Presencial	44	Vitória	ES	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE MARINGÁ	FERTILIDADE DO SOLO E NUTRIÇÃO DAS PLANTAS	Agricultura, silvicultura, pesca e veterinária	378	24	Educação Presencial	36	Maringá	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	ENFERMAGEM EM SUPORTE AVANÇADO À VIDA EMERGÊNCIA E UTI	Saúde e bem-estar	460	18	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	MBA EXECUTIVO INTERNACIONAL	Negócios, administração e direito	495	23	Educação Presencial	30	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Prótese Dentária (Campus Bauru)	Saúde e bem-estar	540	18	Educação Presencial	20	Bauru	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE MARINGÁ	AQUICULTURA: SANIDADE E DESENVOLVIMENTO SUSTENTÁVEL	Agricultura, silvicultura, pesca e veterinária	384	18	Educação a Distância	82	Maringá	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	Educação Especial: Transtorno Global de Desenvolvimento	Educação	686	20	Educação a Distância	100	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO CEARÁ	AGROECOLOGIA, DESENV SUSTENT. E EDUC DO CAMPO - RES. AGRÁRIA	Educação	384	18	Educação Presencial	50	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO	Gestão Pública Municipal	Negócios, administração e direito	510	18	Educação a Distância	350	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Odontopediatria	Saúde e bem-estar	540	18	Educação Presencial	12	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE PERNAMBUCO	Direito Civil e Empresarial	Negócios, administração e direito	360	24	Educação Presencial	60	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	Religiões e Religiosidades	Artes e humanidades	360	12	Educação Presencial	40	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Periodontia (Campus Ribeirão Preto)	Saúde e bem-estar	690	23	Educação Presencial	12	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Prótese Dentária (Campus Ribeirão Preto)	Saúde e bem-estar	720	24	Educação Presencial	12	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Periodontia (HRAC)	Saúde e bem-estar	360	12	Educação Presencial	8	Bauru	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Economia da Saúde	Saúde e bem-estar	400	12	Educação a Distância	67	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO MARANHÃO	MEDICINA E CIÊNCIAS DO ESPORTE	Saúde e bem-estar	380	18	Educação Presencial	40	São Luís	MA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	MÉTODO PILATES	Saúde e bem-estar	360	15	Educação Presencial	30	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO MARANHÃO	FILOSOFIA  LÓGICA E CIÊNCIAS COGNITIVAS	Artes e humanidades	360	18	Educação Presencial	22	São Luís	MA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	MATEMÁTICA-MÍDIAS DIGITAIS-DIDÁTICA	Computação e Tecnologias da Informação e Comunicação (TIC)	360	23	Educação a Distância	210	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	Educação Musical para  Professores da Educação Básica	Artes e humanidades	360	18	Educação Presencial	25	Montenegro	RS	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO AMAPÁ	Especialização  em  Docência  Universitária	Educação	405	26	Educação a Distância	40	Macapá	AP	NORTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	Educação Especial - Deficiência Intelectual	Educação	686	20	Educação a Distância	100	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE PERNAMBUCO	Direito Contratual	Negócios, administração e direito	360	24	Educação Presencial	70	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE PERNAMBUCO	Endodontia	Saúde e bem-estar	570	19	Educação Presencial	6	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA BAHIA	CIENCIAS CRIMINAIS	Negócios, administração e direito	408	24	Educação Presencial	44	Salvador	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO	Economia e Desenvolvimento Agrário	Negócios, administração e direito	512	22	Educação Presencial	50	Vitória	ES	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE BRASÍLIA	DIREITO CONSTITUCIONAL DO TRABALHO	Artes e humanidades	405	24	Educação Presencial	60	Brasília	DF	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Gestão Recursos Humanos em Saúde	Saúde e bem-estar	518	14	Educação Presencial	58	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO CEARÁ	MBA EXECUTIVO EM NEGÓCIOS FINANCEIROS	Negócios, administração e direito	544	18	Educação a Distância	180	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	Cultura, Tecnologia e Ensino de Linguas	Educação	360	18	Educação a Distância	50	Cornélio Procópio	PR	SUL	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Engenharia de Produção	Engenharia, produção e construção	484	20	Educação Presencial	40	São Carlos	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Educação de Jovens e Adultos	Educação	525	18	Educação Presencial	34	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Pesquisa de Mercado Aplicada em Comunicações	Artes e humanidades	426	20	Educação Presencial	50	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	MBE EM ENGENHARIA DE PRODUÇÃO	Engenharia, produção e construção	690	24	Educação Presencial	35	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	EDUCAÇÃO EM SAÚDE MENTAL COLETIVA  (ESPECIALIZAÇÃO)	Saúde e bem-estar	360	21	Educação Presencial	25	Porto Alegre	RS	SUL	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE	Nefrologia Pediátrica	Saúde e bem-estar	720	24	Educação Presencial	1	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO MARANHÃO	SAÚDE DA PESSOA IDOSA	Saúde e bem-estar	420	14	Educação a Distância	1500	São Luís	MA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO CEARÁ	GESTÃO DE TRÂNSITO E TRANSPORTES URBANOS	Engenharia, produção e construção	368	18	Educação Presencial	50	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	MBA Economia de Empresas	Negócios, administração e direito	440	12	Educação Presencial	35	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Endodontia	Saúde e bem-estar	330	11	Educação Presencial	10	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	LAVRA E GEOTECNIA DE MINAS	Engenharia, produção e construção	368	13	Educação Presencial	37	Catalão	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Redes Digitais, Terceiro Setor e Sustentabilidade	Artes e humanidades	532	20	Educação Presencial	50	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	SAÚDE MENTAL E INTERVENÇÃO PSICOSSOCIAL	Saúde e bem-estar	540	10	Educação Presencial	50	Garanhuns	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SÃO CARLOS	Gestão Estratégica da Inovação Tecnológica	Negócios, administração e direito	360	18	Educação Presencial	45	São Carlos	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO CEARÁ	SAÚDE DA FAMÍLIA	Saúde e bem-estar	368	18	Educação a Distância	2000	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	Gestão Pública	Artes e humanidades	360	15	Educação Presencial	40	Porto Alegre	RS	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	RESIDÊNCIA MULTIPROFISSIONAL EM SAÚDE MENTAL	Saúde e bem-estar	720	24	Educação Presencial	14	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO	Gestão de Agronegócios	Agricultura, silvicultura, pesca e veterinária	435	24	Educação a Distância	165	Vitória	ES	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DO ESTADO DO AMAZONAS	Metodologia do Ensino de Matemática do Ensino Médio	Computação e Tecnologias da Informação e Comunicação (TIC)	400	20	Educação Presencial	172	Manaus	AM	NORTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Saúde Coletiva e da Família	Saúde e bem-estar	690	10	Educação Presencial	12	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	Patrimônio e História	Artes e humanidades	360	12	Educação Presencial	40	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO	Educação Comunitária	Saúde e bem-estar	368	15	Educação Presencial	120	Vitória	ES	SUDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC	Ciência e Tecnologia	Computação e Tecnologias da Informação e Comunicação (TIC)	550	24	Educação a Distância	225	Santo André	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI	GESTÃO PÚBLICA	Negócios, administração e direito	420	18	Educação a Distância	240	São João del Rei	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO	Engenharia de Campo - Construção e Montagem	Engenharia, produção e construção	376	12	Educação Presencial	30	Vitória	ES	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Radiologia Odontologica e Imaginologia	Saúde e bem-estar	360	12	Educação Presencial	12	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Terapia Comportamental e Cognitiva: Teoria e Aplicação	Saúde e bem-estar	540	12	Educação Presencial	60	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	RESIDÊNCIA MULTIPROFISSIONAL EM SAÚDE COLETIVA	Saúde e bem-estar	720	24	Educação Presencial	12	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	ENSINO DE BIOLOGIA CAMPUS GARANHUNS	Educação	380	16	Educação Presencial	50	Garanhuns	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	Educação para a Sustentabilidade	Artes e humanidades	360	18	Educação Presencial	40	São Francisco de Paula	RS	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	RESIDÊNCIA EM ENFERMAGEM EM HEMATOLOGIA/HEMOTERAPIA	Saúde e bem-estar	720	24	Educação Presencial	3	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO MARANHÃO	METODOLOGIA DO ENSINO SUPERIOR	Saúde e bem-estar	420	18	Educação Presencial	40	São Luís	MA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Fisioterapia Respiratória	Saúde e bem-estar	360	12	Educação Presencial	12	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Aprendizagem Motora	Saúde e bem-estar	424	17	Educação a Distância	90	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	MBE Pós- Graduação Executiva em Meio Ambiente	Educação	360	12	Educação Presencial	56	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	MBA INOVAÇÃO TECNOLÓGICA EM COMUNICAÇÃO E REDES	Engenharia, produção e construção	556	24	Educação Presencial	40	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Residênci Multiprofissional em Saúde da Família e Comunidade	Saúde e bem-estar	720	24	Educação Presencial	12	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Literatura Infantil e Juvenil	Artes e humanidades	405	18	Educação Presencial	30	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE BRASÍLIA	SAUDE DA FAMILIA/PROVAB	Saúde e bem-estar	240	8	Educação a Distância	388	Brasília	DF	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	MBE em Economia e Gestão de Sustentabilidade	Negócios, administração e direito	360	24	Educação Presencial	110	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	ODONTOLOGIA PARA PACIENTES COM NECESSIDADES ESPECIAIS	Saúde e bem-estar	480	16	Educação Presencial	12	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Estatística com ênfase em Pesquisa Quantitativa	Computação e Tecnologias da Informação e Comunicação (TIC)	360	12	Educação Presencial	15	Londrina	PR	SUL	Ativo	Pública Estadual
