NOME_IES	NOME_ESPECIALIZACAO	Area_Conhecimento	CARGA_HORARIA	DURACAO_MESES	MODALIDADE	VAGAS	MUNICIPIO	UF	REGIAO	SITUACAO	Categoria_IES
UNIVERSIDADE DE SÃO PAULO	Especialização em Ciências Forenses	Computação e Tecnologias da Informação e Comunicação (TIC)	434	20	Educação Presencial	37	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SÃO CARLOS	MBA em Economia e Negócios	Negócios, administração e direito	360	24	Educação Presencial	35	São Carlos	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO CEARÁ	CARDIOLOGIA	Saúde e bem-estar	400	18	Educação Presencial	30	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	MBA - Gestão Pública	Negócios, administração e direito	423	6	Educação Presencial	100	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Dor Orofacial e Desordens Temporamandibular	Saúde e bem-estar	450	15	Educação Presencial	4	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	Educação Especial - Deficiência Auditiva/Surdez	Educação	686	20	Educação a Distância	100	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	BIOLOGIA MOLECULAR	Saúde e bem-estar	372	18	Educação Presencial	35	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE GOIÁS	POLÍTICAS PÚBLICAS	Negócios, administração e direito	360	24	Educação Presencial	50	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	Finanças Corporativas	Negócios, administração e direito	360	12	Educação Presencial	45	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INFORMÁTICA INSTRUMENTAL PARA PROFESSORES DA EDUCAÇÃO BÁSICA	Computação e Tecnologias da Informação e Comunicação (TIC)	360	24	Educação a Distância	150	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	ENGENHARIA E SEGURANÇA DO TRABALHO	Engenharia, produção e construção	610	16	Educação Presencial	55	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	ADMINISTRAÇÃO FINANCEIRA	Negócios, administração e direito	360	12	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Biotecnologia	Computação e Tecnologias da Informação e Comunicação (TIC)	360	12	Educação Presencial	25	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Filosofia Moderna e Contemporânea: aspectos éticos e pol.	Artes e humanidades	360	12	Educação Presencial	30	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	ENFERMAGEM EM ONCOLOGIA	Saúde e bem-estar	720	24	Educação Presencial	2	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO	Gestão Estratégica de Pessoas	Negócios, administração e direito	360	18	Educação Presencial	44	Vitória	ES	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO MARANHÃO	FILOSOFIA  LÓGICA E CIÊNCIAS COGNITIVAS	Artes e humanidades	360	18	Educação Presencial	22	São Luís	MA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Dermatologia Veterinária	Agricultura, silvicultura, pesca e veterinária	536	16	Educação Presencial	30	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	MBA em Gestão Estratégica	Agricultura, silvicultura, pesca e veterinária	403	18	Educação a Distância	1000	Piracicaba	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SÃO CARLOS	Residência Multiprof. em Saúde da Família e Comunidade	Saúde e bem-estar	720	24	Educação Presencial	15	São Carlos	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA BAHIA	GESTAO DE POLITICAS EM GENERO E RACA	Ciências sociais, comunicação e informação	427	24	Educação a Distância	300	Salvador	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	ADMINISTRAÇÃO DE MARKETING	Negócios, administração e direito	360	12	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE	Computação e Tecnologias da Informação e Comunicação (TIC)	375	18	Educação Presencial	35	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	RESIDÊNCIA EM ENFERMAGEM CARDIOLÓGICA	Saúde e bem-estar	720	24	Educação Presencial	4	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	ENSINO DE BIOLOGIA CAMPUS PETROLINA	Educação	405	16	Educação Presencial	50	Petrolina	PE	NORDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Ética e Ensino de Filosofia na Educação Básica	Educação	360	15	Educação Presencial	25	Palmas	TO	NORTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	ESPECIALIZAÇÃO EM SAÚDE PÚBLICA  GESTÃO DE SISTEMAS E AÇÕES	Saúde e bem-estar	450	16	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Ensino de Sociologia	Educação	360	12	Educação Presencial	30	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	DISTRIBUIÇÃO DE ENERGIA ELÉTRICA	Engenharia, produção e construção	360	18	Educação Presencial	30	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO AMAZONAS	Metodologia do Ensino de Ciências Naturais	Educação	360	20	Educação Presencial	140	Manaus	AM	NORTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO PARÁ	Gestão em Direito Ambiental	Negócios, administração e direito	480	12	Educação Presencial	44	Paragominas	PA	NORTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Regulação em Saúde	Saúde e bem-estar	400	12	Educação Presencial	480	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE MARINGÁ	BIOTECNOLOGIA	Saúde e bem-estar	410	21	Educação Presencial	30	Maringá	PR	SUL	Ativo	Pública Estadual
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS	Administração da Produção e Automação Industrial	Engenharia, produção e construção	360	24	Educação Presencial	25	Belo Horizonte	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO CARLOS	Intervenção em Neuropediatria	Saúde e bem-estar	368	15	Educação Presencial	30	São Carlos	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Gestão de Seguros, Previd., Capitalização e Administração	Negócios, administração e direito	376	24	Educação Presencial	30	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Patologia Bucal	Saúde e bem-estar	330	11	Educação Presencial	4	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DO ESTADO DO AMAZONAS	Análises Clínicas	Saúde e bem-estar	380	14	Educação Presencial	39	Manaus	AM	NORTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Filosofia Política e Jurídica	Artes e humanidades	360	18	Educação Presencial	50	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Direito do Trabalho	Negócios, administração e direito	400	18	Educação Presencial	50	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO	Ensino de matematica	Ciências naturais, matemática e estatística	416	20	Educação Presencial	30	Seropédica	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Ortodontia	Saúde e bem-estar	1080	36	Educação Presencial	12	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Reabilitação em Reumatologia	Saúde e bem-estar	700	12	Educação Presencial	42	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Sexualidade Humana	Saúde e bem-estar	548	24	Educação Presencial	60	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE PERNAMBUCO	Tecnologias Aplicadas à Aprendizagem de Língua Portuguesa	Educação	360	30	Educação a Distância	50	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	Sistemas Eletrônicos Embarcados	Engenharia, produção e construção	420	18	Educação Presencial	30	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	GESTÃO DA CAPACIDADE HUMANA NAS ORGANIZAÇÕES	Negócios, administração e direito	360	12	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Ensino de Ciências Biológicas	Educação	360	12	Educação Presencial	30	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Ensino de Geografia	Educação	360	12	Educação Presencial	25	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SÃO CARLOS	Redes de Computadores	Computação e Tecnologias da Informação e Comunicação (TIC)	388	17	Educação Presencial	40	São Carlos	SP	SUDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA	COORDENAÇÃO PEDAGÓGICA	Educação	405	18	Educação a Distância	520	Porto Velho	RO	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	Direito Financeiro e Tributário	Negócios, administração e direito	390	10	Educação Presencial	60	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	GESTÃO EDUCACIONAL	Educação	520	27	Educação Presencial	66	Presidente Prudente	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	ENGENHARIA DE SOLDAGEM	Engenharia, produção e construção	420	18	Educação Presencial	30	Recife	PE	NORDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA	Residência em Medicina Veterinária	Agricultura, silvicultura, pesca e veterinária	720	24	Educação Presencial	16	Lages	SC	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Odontologia para Pacientes com Necessidades Especiais	Saúde e bem-estar	330	11	Educação Presencial	6	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE PERNAMBUCO	Enfermagem em Urgência e Emergência	Saúde e bem-estar	390	18	Educação Presencial	40	Vitória de Santo Antão	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE BRASÍLIA	ENGENHARIA CLINICA	Engenharia, produção e construção	450	12	Educação Presencial	30	Brasília	DF	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	MBA Gestão Estratégica de Pessoas e Organizações Sustentávei	Negócios, administração e direito	410	25	Educação Presencial	45	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE GOIÁS	ENFERMAGEM ONCOLÓGICA	Saúde e bem-estar	540	14	Educação Presencial	44	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE PERNAMBUCO	IX  em Gestão de Projetos	Engenharia, produção e construção	360	18	Educação Presencial	54	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE PERNAMBUCO	Saúde da Família	Saúde e bem-estar	450	11	Educação a Distância	1250	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE BRASÍLIA	GESTAO ESCOLAR	Educação	405	15	Educação a Distância	400	Brasília	DF	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	ESPECIALIZAÇÃO EM ARRITMIAS CARDÍACAS	Saúde e bem-estar	360	12	Educação Presencial	3	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	GESTÃO DE NEGÓCIOS	Negócios, administração e direito	380	13	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE PERNAMBUCO	Ergonomia	Engenharia, produção e construção	540	14	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	TRATAMENTO DA DOR E MEDICINA PALIATIVA	Saúde e bem-estar	270	9	Educação Presencial	10	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	PLANEJAMENTO E GESTÃO ORGANIZACIONAL	Negócios, administração e direito	360	12	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO CEARÁ	CONSELHOS ESCOLARES	Educação	464	18	Educação Presencial	60	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE PERNAMBUCO	ENG  Engenheiro Naval	Engenharia, produção e construção	450	13	Educação Presencial	30	Vitória de Santo Antão	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	MBE Economia Brasileira para Negócios	Negócios, administração e direito	444	24	Educação a Distância	200	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Ensino de Línguas Estrangeiras	Educação	360	12	Educação Presencial	40	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	REDES IP	Engenharia, produção e construção	360	12	Educação Presencial	35	Recife	PE	NORDESTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA	Gestão Ambiental em Espaços Rurais	Agricultura, silvicultura, pesca e veterinária	360	18	Educação Presencial	25	Júlio de Castilhos	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	ESPECIALIZAÇÃO EM SAÚDE PÚBLICA  GESTÃO DE SISTEMAS E AÇÕES	Saúde e bem-estar	450	14	Educação Presencial	45	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Curso de Especialização Multiprofissional em Oncologia	Saúde e bem-estar	500	12	Educação Presencial	30	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Tecnologia e Gestão na Produção de Edifícios	Engenharia, produção e construção	532	36	Educação Presencial	40	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	MBA Gestão de Pequenas e Micro Empresas	Negócios, administração e direito	464	26	Educação Presencial	45	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO	Questão Agrária, Agroecologia e Educação do Campo	Educação	720	24	Educação Presencial	50	São Luís	MA	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO	Questão Agrária, Agroecologia e Educação do Campo	Educação	720	24	Educação Presencial	50	Nina Rodrigues	MA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	ODONTOPEDIATRIA	Saúde e bem-estar	720	24	Educação Presencial	12	Camaragibe	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO AMAZONAS	Programa de Residência em Cirurgia e Traumatologia Bucomaxil	Saúde e bem-estar	1080	36	Educação Presencial	3	Manaus	AM	NORTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO	Educação Física Para a Educação Básica	Saúde e bem-estar	420	12	Educação Presencial	30	Vitória	ES	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	Enfermagem em Estomaterapia	Saúde e bem-estar	540	12	Educação Presencial	16	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Educação Matemática - Arraias	Computação e Tecnologias da Informação e Comunicação (TIC)	420	14	Educação Presencial	10	Arraias	TO	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS	Ensino de Filosofia para o Ensino Médio	Educação	360	18	Educação a Distância	180	Montes Claros	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Residência Integrada Multiprofissional em Saúde da Mulher	Saúde e bem-estar	690	23	Educação Presencial	9	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	MBA ESPECIALISTA EM GESTÃO DO MINISTÉRIO PÚBLICO	Negócios, administração e direito	380	13	Educação Presencial	30	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE MARINGÁ	HEMOTERAPIA	Saúde e bem-estar	378	18	Educação Presencial	41	Maringá	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO CEARÁ	COORDENAÇÃO PEDAGÓGICA	Educação	432	18	Educação a Distância	660	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA	GESTÃO PÚBLICA MUNICIPAL	Negócios, administração e direito	390	18	Educação a Distância	150	Porto Velho	RO	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	Educação e Relação Raciais	Educação	375	12	Educação Presencial	30	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	Informática Instrumental Aplicada à Educação	Educação	360	18	Educação a Distância	50	Cornélio Procópio	PR	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	MBP Pós Graduação Executiva em Petróleo e Gás	Educação	360	12	Educação Presencial	56	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	Política,Gestão Educacional e Novas Tecnol. de Comunicação	Educação	360	19	Educação Presencial	60	Araraquara	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	MICROBIOLOGIA CLÍNICA	Saúde e bem-estar	376	18	Educação Presencial	35	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE PERNAMBUCO	Gestão Escolar	Educação	405	17	Educação a Distância	500	Recife	PE	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS	Ensino de Matemática para o Ensino Médio	Educação	360	18	Educação a Distância	270	Montes Claros	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Genética Médica	Saúde e bem-estar	1020	34	Educação Presencial	2	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ENGENHARIA DE PRODUÇÃO	Engenharia, produção e construção	420	18	Educação Presencial	35	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	MBA GESTÃO DE PROJETOS INOVADORES	Negócios, administração e direito	464	30	Educação Presencial	45	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO AMAZONAS	Programa de Residência em Enfermagem	Saúde e bem-estar	720	24	Educação Presencial	12	Manaus	AM	NORTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	MBA em Gestão da Inovação e Empreendedorismo	Negócios, administração e direito	460	30	Educação Presencial	45	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	Linguagem, Cultura e Mídia	Artes e humanidades	420	18	Educação Presencial	60	Bauru	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE MARINGÁ	BIOTECNOLOGIA	Computação e Tecnologias da Informação e Comunicação (TIC)	750	25	Educação a Distância	125	Maringá	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO PARÁ	Fundamentos da Matemática Elementar	Educação	465	24	Educação Presencial	50	Belém	PA	NORTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Educação do Campo - Práticas Pedagógicas	Educação	360	13	Educação Presencial	100	Arraias	TO	NORTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE MARINGÁ	MBA - QUALIDADE E PROCESSAMENTO EM ALIMENTOS	Saúde e bem-estar	360	20	Educação Presencial	20	Maringá	PR	SUL	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO	Gestão de Negócios	Negócios, administração e direito	400	18	Educação Presencial	30	Uberlândia	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DO ESTADO DO PARÁ	Estatística com ênfase em pesquisa quantitativa	Educação	405	24	Educação Presencial	50	Belém	PA	NORTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Análises Clínicas	Saúde e bem-estar	360	18	Educação Presencial	35	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	CIRURGIA E TBMF HR	Saúde e bem-estar	1080	36	Educação Presencial	3	Camaragibe	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	ENGENHARIA DE SEGURANÇA DO TRABALHO	Engenharia, produção e construção	708	18	Educação Presencial	45	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	EDUCAÇÃO INFANTIL (0 A 5 ANOS)	Educação	510	25	Educação Presencial	74	Presidente Prudente	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	RESIDÊNCIA EM CIRURGIA E TBMF HGV	Saúde e bem-estar	1080	36	Educação Presencial	1	Camaragibe	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	GESTÃO DA QUALIDADE E PRODUTIVIDADE	Engenharia, produção e construção	360	10	Educação Presencial	35	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO PARÁ	Letramento Formaçãode Professores	Educação	405	24	Educação Presencial	50	Moju	PA	NORTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Tecnologia Metroferroviária	Engenharia, produção e construção	510	36	Educação Presencial	45	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FINANÇAS	Negócios, administração e direito	360	15	Educação Presencial	35	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	SISTEMAS EMBARCADOS	Engenharia, produção e construção	360	18	Educação Presencial	30	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO PARÁ	Reabilitação Neurológica	Saúde e bem-estar	420	12	Educação Presencial	40	Belém	PA	NORTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Educação do Campo e Agroecologia: uma proposta metodológica	Educação	640	24	Educação Presencial	60	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO CEARÁ	ESTUDOS DA TRADUÇÃO	Educação	400	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
